"component_name","component_description","component_url","component_agency","component_ofc_of_primary_interest","source_id","component_id","fetch_status"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
"","","https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf","","","America's AI Action Plan July 2025","America's AI Action Plan July 2025::","SUCCESS"
